type,id,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,numberOfBookableSeats,itineraries,price,pricingOptions,validatingAirlineCodes,travelerPricings
flight-offer,11,GDS,False,False,False,2022-05-05,3,"[{'duration': 'PT3H22M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'A', 'at': '2022-07-01T17:46:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:08:00'}, 'carrierCode': 'DL', 'number': '690', 'aircraft': {'code': '321'}, 'operating': {'carrierCode': 'DL'}, 'duration': 'PT3H22M', 'id': '72', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '132.14', 'base': '110.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '132.14'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['DL'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '132.14', 'base': '110.00'}, 'fareDetailsBySegment': [{'segmentId': '72', 'cabin': 'ECONOMY', 'fareBasis': 'XAVNA0BC', 'brandedFare': 'BASICECON', 'class': 'E', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,12,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT9H17M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:05:00'}, 'arrival': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T07:55:00'}, 'carrierCode': 'UA', 'number': '2008', 'aircraft': {'code': '7M9'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H50M', 'id': '52', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T13:00:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T14:22:00'}, 'carrierCode': 'UA', 'number': '1113', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H22M', 'id': '53', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '155.71', 'base': '119.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '155.71'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '155.71', 'base': '119.00'}, 'fareDetailsBySegment': [{'segmentId': '52', 'cabin': 'ECONOMY', 'fareBasis': 'KAA4AHEN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '53', 'cabin': 'ECONOMY', 'fareBasis': 'LAA2AKES', 'brandedFare': 'ECONOMY', 'class': 'L', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,13,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT16H58M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:05:00'}, 'arrival': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T07:55:00'}, 'carrierCode': 'UA', 'number': '2008', 'aircraft': {'code': '7M9'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H50M', 'id': '171', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T20:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T22:03:00'}, 'carrierCode': 'UA', 'number': '2362', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H33M', 'id': '172', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '155.71', 'base': '119.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '155.71'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '155.71', 'base': '119.00'}, 'fareDetailsBySegment': [{'segmentId': '171', 'cabin': 'ECONOMY', 'fareBasis': 'KAA4AHEN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '172', 'cabin': 'ECONOMY', 'fareBasis': 'LAA2AKES', 'brandedFare': 'ECONOMY', 'class': 'L', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,14,GDS,False,False,False,2022-05-05,4,"[{'duration': 'PT7H22M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T10:28:00'}, 'arrival': {'iataCode': 'MCO', 'at': '2022-07-01T13:42:00'}, 'carrierCode': 'NK', 'number': '433', 'aircraft': {'code': '32B'}, 'operating': {'carrierCode': 'NK'}, 'duration': 'PT3H14M', 'id': '73', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'MCO', 'at': '2022-07-01T14:14:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T16:50:00'}, 'carrierCode': 'NK', 'number': '250', 'aircraft': {'code': '32N'}, 'operating': {'carrierCode': 'NK'}, 'duration': 'PT3H36M', 'id': '74', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '156.83', 'base': '125.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '156.83'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['NK'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '156.83', 'base': '125.00'}, 'fareDetailsBySegment': [{'segmentId': '73', 'cabin': 'ECONOMY', 'fareBasis': 'R7CXNR', 'class': 'R', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '74', 'cabin': 'ECONOMY', 'fareBasis': 'R7CXNR', 'class': 'R', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,15,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT8H', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T13:32:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T15:00:00'}, 'carrierCode': 'UA', 'number': '2248', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H28M', 'id': '5', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T18:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:32:00'}, 'carrierCode': 'UA', 'number': '3577', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '6', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '160.05', 'base': '128.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '160.05'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '160.05', 'base': '128.00'}, 'fareDetailsBySegment': [{'segmentId': '5', 'cabin': 'ECONOMY', 'fareBasis': 'TAA7AHEN', 'class': 'T', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '6', 'cabin': 'ECONOMY', 'fareBasis': 'TAA7AHEN', 'brandedFare': 'ECONOMY', 'class': 'T', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,16,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT11H31M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T11:25:00'}, 'arrival': {'iataCode': 'ATL', 'terminal': 'N', 'at': '2022-07-01T14:23:00'}, 'carrierCode': 'NK', 'number': '1909', 'aircraft': {'code': '32A'}, 'operating': {'carrierCode': 'NK'}, 'duration': 'PT2H58M', 'id': '105', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'ATL', 'terminal': 'N', 'at': '2022-07-01T20:15:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T21:56:00'}, 'carrierCode': 'NK', 'number': '1560', 'aircraft': {'code': '32A'}, 'operating': {'carrierCode': 'NK'}, 'duration': 'PT2H41M', 'id': '106', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '162.16', 'base': '125.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '162.16'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['NK'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '162.16', 'base': '125.00'}, 'fareDetailsBySegment': [{'segmentId': '105', 'cabin': 'ECONOMY', 'fareBasis': 'R7CXNR', 'class': 'R', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '106', 'cabin': 'ECONOMY', 'fareBasis': 'R7CXNR', 'class': 'R', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,17,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT10H26M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:05:00'}, 'arrival': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T07:55:00'}, 'carrierCode': 'UA', 'number': '2008', 'aircraft': {'code': '7M9'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H50M', 'id': '91', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T14:05:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T15:31:00'}, 'carrierCode': 'UA', 'number': '2320', 'aircraft': {'code': '320'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H26M', 'id': '92', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '165.38', 'base': '128.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '165.38'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '165.38', 'base': '128.00'}, 'fareDetailsBySegment': [{'segmentId': '91', 'cabin': 'ECONOMY', 'fareBasis': 'KAA4AHEN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '92', 'cabin': 'ECONOMY', 'fareBasis': 'TAA2PFEN', 'brandedFare': 'ECONOMY', 'class': 'T', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,18,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT12H19M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:05:00'}, 'arrival': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T07:55:00'}, 'carrierCode': 'UA', 'number': '2008', 'aircraft': {'code': '7M9'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H50M', 'id': '64', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'ORD', 'terminal': '1', 'at': '2022-07-01T15:49:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T17:24:00'}, 'carrierCode': 'UA', 'number': '1962', 'aircraft': {'code': '738'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H35M', 'id': '65', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '183.66', 'base': '145.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '183.66'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '183.66', 'base': '145.00'}, 'fareDetailsBySegment': [{'segmentId': '64', 'cabin': 'ECONOMY', 'fareBasis': 'KAA4AHEN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '65', 'cabin': 'ECONOMY', 'fareBasis': 'SAA0PFEN', 'brandedFare': 'ECONOMY', 'class': 'S', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,19,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT9H45M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T08:15:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T09:40:00'}, 'carrierCode': 'UA', 'number': '369', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H25M', 'id': '141', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T14:58:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T17:00:00'}, 'carrierCode': 'UA', 'number': '3436', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '142', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '141', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '142', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,20,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT12H', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T07:23:00'}, 'carrierCode': 'UA', 'number': '601', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H23M', 'id': '9', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T14:58:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T17:00:00'}, 'carrierCode': 'UA', 'number': '3436', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '10', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '9', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '10', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,21,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT13H17M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T08:15:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T09:40:00'}, 'carrierCode': 'UA', 'number': '369', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H25M', 'id': '54', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T18:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:32:00'}, 'carrierCode': 'UA', 'number': '3577', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '55', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '54', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '55', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,22,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT13H17M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T20:10:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T21:35:00'}, 'carrierCode': 'UA', 'number': '1178', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H25M', 'id': '56', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-02T06:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T08:27:00'}, 'carrierCode': 'UA', 'number': '2190', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H57M', 'id': '57', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '56', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '57', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,23,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT15H32M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T06:00:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T07:23:00'}, 'carrierCode': 'UA', 'number': '601', 'aircraft': {'code': '739'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H23M', 'id': '109', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T18:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T20:32:00'}, 'carrierCode': 'UA', 'number': '3577', 'aircraft': {'code': 'E70'}, 'duration': 'PT3H2M', 'id': '110', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '109', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '110', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,24,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT15H54M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T08:15:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T09:40:00'}, 'carrierCode': 'UA', 'number': '369', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H25M', 'id': '155', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T20:59:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-01T23:09:00'}, 'carrierCode': 'UA', 'number': '2183', 'aircraft': {'code': '73G'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT3H10M', 'id': '156', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '155', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '156', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
flight-offer,25,GDS,False,False,False,2022-05-05,9,"[{'duration': 'PT17H22M', 'segments': [{'departure': {'iataCode': 'BOS', 'terminal': 'B', 'at': '2022-07-01T16:05:00'}, 'arrival': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-01T17:33:00'}, 'carrierCode': 'UA', 'number': '495', 'aircraft': {'code': '7M8'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT1H28M', 'id': '77', 'numberOfStops': 0, 'blacklistedInEU': False}, {'departure': {'iataCode': 'EWR', 'terminal': 'C', 'at': '2022-07-02T06:30:00'}, 'arrival': {'iataCode': 'MSP', 'terminal': '1', 'at': '2022-07-02T08:27:00'}, 'carrierCode': 'UA', 'number': '2190', 'aircraft': {'code': '319'}, 'operating': {'carrierCode': 'UA'}, 'duration': 'PT2H57M', 'id': '78', 'numberOfStops': 0, 'blacklistedInEU': False}]}]","{'currency': 'EUR', 'total': '186.88', 'base': '148.00', 'fees': [{'amount': '0.00', 'type': 'SUPPLIER'}, {'amount': '0.00', 'type': 'TICKETING'}], 'grandTotal': '186.88'}","{'fareType': ['PUBLISHED'], 'includedCheckedBagsOnly': False}",['UA'],"[{'travelerId': '1', 'fareOption': 'STANDARD', 'travelerType': 'ADULT', 'price': {'currency': 'EUR', 'total': '186.88', 'base': '148.00'}, 'fareDetailsBySegment': [{'segmentId': '77', 'cabin': 'ECONOMY', 'fareBasis': 'GAA2JHDN', 'brandedFare': 'ECONOMY', 'class': 'G', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}, {'segmentId': '78', 'cabin': 'ECONOMY', 'fareBasis': 'KAA2PHDN', 'brandedFare': 'ECONOMY', 'class': 'K', 'sliceDiceIndicator': 'LOCAL_AVAILABILITY', 'includedCheckedBags': {'quantity': 0}}]}]"
